system:index,B2_max,B2_max_1,B2_mean,B2_median,B2_min,B2_stdDev,B3_max,B3_max_1,B3_mean,B3_median,B3_min,B3_stdDev,B4_max,B4_max_1,B4_mean,B4_median,B4_min,B4_stdDev,B5_max,B5_max_1,B5_mean,B5_median,B5_min,B5_stdDev,B6_max,B6_max_1,B6_mean,B6_median,B6_min,B6_stdDev,B7_max,B7_max_1,B7_mean,B7_median,B7_min,B7_stdDev,Cultivo,GlobalId,NDVI_max,NDVI_max_1,NDVI_mean,NDVI_median,NDVI_min,NDVI_stdDev,SAVI_max,SAVI_max_1,SAVI_mean,SAVI_median,SAVI_min,SAVI_stdDev,.geo
00000000000000000048_0,809,630,447,343,179,217,1051,633,728,697,418,225,1325,1089,795,705,236,364,4201,2179,2876,2474,2022,778,3660,2170,2461,2215,1490,741,2810,2283,1549,1373,527,767,M,185,8935,5950,5466,4832,2985,2107,13402,8925,8198,7247,4477,3160,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.96771967642545,-33.68156801006996]}"
00000000000000000049_0,815,775,414,349,40,237,1048,706,699,706,342,243,1332,1164,749,726,168,394,5026,3008,3078,2603,2018,954,3676,2186,2388,2265,1490,758,2826,2294,1467,1421,532,779,M,185,9353,6427,5791,4712,2926,2290,14028,9640,8686,7067,4388,3435,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.96745018184022,-33.68156801006996]}"
0000000000000000004a_0,836,675,445,368,161,229,1061,685,718,745,376,238,1354,1154,795,814,200,394,4741,2859,2952,2520,1882,930,3658,2211,2434,2332,1447,753,2867,2336,1539,1549,531,788,M,185,9190,6451,5449,4188,2739,2346,13784,9675,8173,6282,4109,3518,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.96718068725498,-33.68183750465519]}"
0000000000000000004b_0,815,775,414,349,40,237,1048,706,699,706,342,243,1332,1164,749,726,168,394,5026,3008,3078,2603,2018,954,3676,2186,2388,2265,1490,758,2826,2294,1467,1421,532,779,M,185,9353,6427,5791,4712,2926,2290,14028,9640,8686,7067,4388,3435,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.96745018184022,-33.68156801006996]}"
0000000000000000004c_0,819,651,431,354,168,223,1047,663,706,724,384,234,1335,1137,762,746,198,388,4906,2933,3036,2574,1973,948,3659,2212,2394,2291,1447,752,2846,2331,1483,1446,515,786,M,185,9224,6385,5681,4515,2839,2300,13834,9575,8521,6771,4259,3451,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.96718068725498,-33.68156801006996]}"
0000000000000000004d_0,806,718,420,363,88,221,1044,684,707,723,360,234,1333,1161,756,733,172,387,5043,3061,3062,2708,1982,936,3656,2192,2382,2291,1464,727,2802,2280,1454,1445,522,746,M,185,9340,6405,5757,4608,2935,2233,14009,9606,8635,6911,4403,3350,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.96745018184022,-33.68183750465519]}"
0000000000000000004e_0,835,741,427,355,94,236,1064,638,716,729,426,235,1346,1106,776,743,240,385,4901,2982,3015,2506,1919,957,3690,2201,2422,2283,1489,758,2848,2318,1514,1468,530,784,M,185,8913,6022,5596,4426,2891,2294,13368,9032,8393,6637,4336,3441,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.96745018184022,-33.68129851548473]}"
0000000000000000004f_0,824,686,440,363,138,238,1054,693,707,712,361,243,1345,1165,771,769,180,399,4782,2804,3003,2383,1978,957,3646,2223,2404,2301,1423,769,2889,2380,1515,1479,509,817,M,185,9274,6557,5584,4405,2717,2413,13910,9834,8374,6606,4076,3619,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.96691119266975,-33.68156801006996]}"
000000000000000000ab_0,617,403,403,351,214,160,969,409,710,659,560,141,1236,897,660,584,339,316,4154,2001,3220,3298,2153,741,3247,1546,2329,2171,1701,574,2201,1486,1364,1193,715,599,M,197,8458,5327,6378,6969,3131,2042,12685,7989,9567,10452,4696,3063,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.020001625961214,-33.604223064107266]}"
000000000000000000ac_0,625,410,404,352,215,162,968,406,711,663,562,138,1243,906,661,588,337,316,4125,1975,3207,3280,2150,740,3241,1521,2333,2166,1720,569,2222,1500,1373,1207,722,599,M,197,8435,5417,6362,6941,3018,2058,12652,8125,9542,10410,4527,3088,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.02027112054645,-33.603953569522034]}"
000000000000000000ad_0,625,410,404,352,215,162,968,406,711,663,562,138,1243,906,661,588,337,316,4125,1975,3207,3280,2150,740,3241,1521,2333,2166,1720,569,2222,1500,1373,1207,722,599,M,197,8435,5417,6362,6941,3018,2058,12652,8125,9542,10410,4527,3088,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.020001625961214,-33.603953569522034]}"
000000000000000000ae_0,617,403,403,351,214,160,969,409,710,659,560,141,1236,897,660,584,339,316,4154,2001,3220,3298,2153,741,3247,1546,2329,2171,1701,574,2201,1486,1364,1193,715,599,M,197,8458,5327,6378,6969,3131,2042,12685,7989,9567,10452,4696,3063,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.02027112054645,-33.604223064107266]}"
000000000000000000af_0,631,415,405,354,216,165,975,424,708,657,551,149,1243,914,662,592,329,321,4167,1991,3221,3267,2176,744,3255,1571,2335,2182,1684,579,2222,1515,1375,1219,707,608,M,197,8487,5447,6369,6915,3040,2069,12729,8170,9553,10372,4559,3104,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.019732131375974,-33.604223064107266]}"
000000000000000000b0_0,625,410,404,352,215,162,968,406,711,663,562,138,1243,906,661,588,337,316,4125,1975,3207,3280,2150,740,3241,1521,2333,2166,1720,569,2222,1500,1373,1207,722,599,M,197,8435,5417,6362,6941,3018,2058,12652,8125,9542,10410,4527,3088,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.02027112054645,-33.603953569522034]}"
000000000000000000b1_0,641,432,398,335,209,166,1001,445,707,660,556,149,1284,949,655,559,335,330,4182,2043,3252,3362,2139,770,3342,1642,2332,2162,1700,606,2211,1504,1357,1156,707,615,M,197,8516,5544,6417,7120,2972,2107,12773,8316,9625,10678,4457,3161,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.02027112054645,-33.604492558692506]}"
000000000000000000b2_0,638,424,407,358,214,165,985,430,713,671,555,147,1259,915,673,606,344,322,4068,1896,3175,3226,2172,715,3283,1603,2350,2210,1680,579,2207,1488,1392,1251,719,605,M,197,8428,5435,6297,6818,2993,2057,12640,8150,9444,10226,4490,3086,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.019732131375974,-33.604492558692506]}"
000000000000000000b3_0,627,407,405,349,220,161,977,407,715,657,570,138,1252,902,664,584,350,315,4114,1961,3204,3315,2153,728,3261,1520,2333,2158,1741,565,2217,1483,1368,1180,734,594,M,197,8419,5441,6357,6986,2978,2047,12627,8161,9534,10479,4466,3070,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.02054061513169,-33.603953569522034]}"
000000000000000000b4_0,617,403,403,351,214,160,969,409,710,659,560,141,1236,897,660,584,339,316,4154,2001,3220,3298,2153,741,3247,1546,2329,2171,1701,574,2201,1486,1364,1193,715,599,M,197,8458,5327,6378,6969,3131,2042,12685,7989,9567,10452,4696,3063,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.02027112054645,-33.604223064107266]}"
000000000000000000b5_0,641,432,398,335,209,166,1001,445,707,660,556,149,1284,949,655,559,335,330,4182,2043,3252,3362,2139,770,3342,1642,2332,2162,1700,606,2211,1504,1357,1156,707,615,M,197,8516,5544,6417,7120,2972,2107,12773,8316,9625,10678,4457,3161,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.02054061513169,-33.604492558692506]}"
000000000000000000b6_0,632,418,405,356,214,165,976,424,710,658,552,145,1246,915,665,601,331,320,4136,1965,3221,3253,2171,740,3269,1569,2340,2170,1700,582,2234,1519,1377,1225,715,605,M,197,8483,5396,6360,6865,3087,2050,12723,8093,9539,10297,4630,3075,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.019732131375974,-33.603953569522034]}"
000000000000000000b7_0,622,406,401,343,216,161,966,405,709,659,561,138,1241,902,655,567,339,317,4139,1996,3241,3363,2143,757,3253,1535,2324,2153,1718,579,2202,1486,1353,1155,716,601,M,197,8465,5356,6413,7088,3109,2060,12696,8033,9618,10632,4663,3089,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.02054061513169,-33.604223064107266]}"
000000000000000000c5_0,628,410,390,332,218,165,993,439,696,639,554,144,1281,950,635,529,331,317,4110,2050,3197,3341,2060,803,3208,1533,2217,2071,1675,531,2148,1447,1325,1113,701,593,M,199,8494,5659,6434,7232,2835,2103,12740,8488,9649,10847,4252,3154,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.02134909888739,-33.60125862366967]}"
000000000000000000c6_0,602,394,373,309,208,158,920,372,683,641,548,132,1120,790,615,500,330,295,4214,2075,3332,3555,2139,790,2965,1327,2198,2036,1638,526,2223,1538,1297,1073,685,590,M,199,8510,4728,6646,7486,3782,1957,12764,7092,9968,11229,5672,2935,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.021888088057864,-33.60152811825491]}"
000000000000000000c7_0,637,410,393,367,227,144,882,326,708,688,556,111,1015,645,655,633,370,232,3706,1515,3144,3295,2191,487,2961,1153,2326,2196,1808,452,2306,1496,1396,1295,810,533,M,199,8111,4443,6454,6774,3668,1518,12165,6664,9680,10160,5501,2277,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.022157582643096,-33.602067107425384]}"
000000000000000000c8_0,634,422,399,339,212,170,1018,463,718,672,555,156,1232,889,669,574,343,318,4121,1978,3293,3456,2143,708,3304,1610,2345,2192,1694,594,2302,1588,1379,1186,714,608,M,199,8426,4910,6435,7117,3516,1957,12637,7364,9651,10674,5273,2935,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.021618593472624,-33.601797612840144]}"
000000000000000000c9_0,602,394,373,309,208,158,920,372,683,641,548,132,1120,790,615,500,330,295,4214,2075,3332,3555,2139,790,2965,1327,2198,2036,1638,526,2223,1538,1297,1073,685,590,M,199,8510,4728,6646,7486,3782,1957,12764,7092,9968,11229,5672,2935,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.021888088057864,-33.60152811825491]}"
000000000000000000ca_0,602,394,373,309,208,158,920,372,683,641,548,132,1120,790,615,500,330,295,4214,2075,3332,3555,2139,790,2965,1327,2198,2036,1638,526,2223,1538,1297,1073,685,590,M,199,8510,4728,6646,7486,3782,1957,12764,7092,9968,11229,5672,2935,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.021618593472624,-33.60152811825491]}"
000000000000000000cb_0,588,379,373,323,209,144,910,354,682,635,556,124,1056,717,602,520,339,264,4114,2074,3207,3305,2040,746,2872,1195,2145,2028,1677,447,2133,1431,1288,1116,702,542,M,199,8440,4661,6610,7257,3779,1845,12658,6991,9915,10885,5667,2768,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.02134909888739,-33.602067107425384]}"
000000000000000000cc_0,587,378,377,319,209,159,952,414,684,635,538,137,1188,857,614,513,331,294,4123,2055,3225,3418,2068,795,3044,1386,2160,2030,1658,490,2112,1421,1292,1071,691,576,M,199,8513,5246,6550,7352,3267,2008,12769,7869,9824,11026,4900,3012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.021888088057864,-33.60125862366967]}"
000000000000000000cd_0,587,381,370,310,206,154,930,381,675,619,549,132,1143,825,597,485,318,289,4168,2095,3275,3513,2073,824,2921,1328,2113,1958,1593,473,2121,1442,1262,1031,679,565,M,199,8572,5067,6648,7532,3505,2001,12857,7600,9972,11297,5257,3002,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.02134909888739,-33.60152811825491]}"
000000000000000000ce_0,602,400,373,319,202,157,905,387,678,642,518,136,1053,723,604,510,330,276,4172,2077,3296,3480,2095,795,2847,1213,2164,2045,1634,483,2162,1485,1283,1077,677,575,M,199,8518,4667,6650,7397,3851,1909,12776,7001,9975,11094,5775,2864,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.022157582643096,-33.60125862366967]}"
000000000000000000cf_0,630,415,389,340,215,154,941,376,709,671,565,129,1067,712,649,580,355,275,4068,1919,3240,3348,2149,676,3034,1325,2295,2167,1709,510,2300,1572,1371,1201,728,582,M,199,8340,4748,6479,7028,3592,1802,12509,7121,9718,10540,5388,2703,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.021888088057864,-33.602067107425384]}"
000000000000000000d0_0,647,441,399,334,206,180,1008,477,715,668,531,163,1257,928,671,560,329,341,4259,1983,3409,3596,2276,752,3321,1669,2354,2150,1652,640,2337,1656,1361,1158,681,639,M,199,8531,4907,6512,7257,3624,2032,12795,7359,9767,10885,5436,3047,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.022157582643096,-33.60152811825491]}"
000000000000000000d1_0,634,422,399,339,212,170,1018,463,718,672,555,156,1232,889,669,574,343,318,4121,1978,3293,3456,2143,708,3304,1610,2345,2192,1694,594,2302,1588,1379,1186,714,608,M,199,8426,4910,6435,7117,3516,1957,12637,7364,9651,10674,5273,2935,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.021888088057864,-33.601797612840144]}"
00000000000000000120_0,824,566,604,677,258,197,1110,414,940,1036,696,171,1418,918,1142,1352,500,334,4553,2562,2775,2436,1991,838,3202,1313,2689,2875,1889,474,2870,2043,2061,2170,827,756,M,209,8020,5873,3918,3089,2147,2057,12030,8809,5876,4633,3221,3085,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.03940523609819,-33.81954923771072]}"
00000000000000000121_0,810,554,637,726,256,192,1168,447,990,1094,721,169,1632,1107,1233,1388,525,352,4458,2463,2747,2292,1995,789,3288,1390,2774,2850,1898,472,2669,1830,2089,2337,839,647,M,209,7892,5718,3598,2358,2174,1979,11838,8578,5396,3536,3260,2968,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.03967473068343,-33.81981873229596]}"
00000000000000000122_0,785,533,603,700,252,178,1154,442,924,943,712,151,1593,1060,1144,1228,533,316,4232,2366,2599,2195,1866,786,3366,1436,2798,2836,1930,476,2790,1933,2132,2436,857,673,M,209,7762,5425,3663,2521,2337,1865,11643,8138,5494,3781,3505,2797,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.03940523609819,-33.82008822688119]}"
00000000000000000123_0,774,516,581,660,258,179,1107,393,915,948,714,140,1432,925,1111,1201,507,301,4592,2691,2667,2255,1901,847,3207,1320,2635,2859,1887,456,2557,1736,1933,2344,821,656,M,209,8011,5773,3837,2376,2238,2032,12015,8658,5756,3563,3357,3048,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.03994422526866,-33.82008822688119]}"
00000000000000000124_0,824,566,604,677,258,197,1110,414,940,1036,696,171,1418,918,1142,1352,500,334,4553,2562,2775,2436,1991,838,3202,1313,2689,2875,1889,474,2870,2043,2061,2170,827,756,M,209,8020,5873,3918,3089,2147,2057,12030,8809,5876,4633,3221,3085,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.03940523609819,-33.81954923771072]}"
00000000000000000125_0,774,526,601,650,248,180,1109,366,951,1002,743,143,1512,997,1190,1323,515,323,4506,2648,2690,2359,1858,817,3354,1439,2836,3076,1915,498,2520,1695,1996,2216,825,596,M,209,7948,5737,3622,2388,2211,1960,11921,8605,5433,3581,3316,2940,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.03994422526866,-33.81954923771072]}"
00000000000000000126_0,839,591,628,683,248,201,1143,444,962,1069,699,173,1495,997,1182,1392,498,353,4498,2453,2776,2348,2045,809,3248,1360,2730,2900,1888,488,2873,2038,2118,2495,835,746,M,209,7996,5809,3808,2345,2187,2069,11993,8713,5712,3517,3280,3104,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.03940523609819,-33.81981873229596]}"
00000000000000000127_0,759,499,597,672,260,171,1092,370,945,978,722,133,1506,946,1168,1278,560,302,4465,2586,2648,2254,1879,823,3192,1289,2732,2915,1903,450,2476,1647,1952,2163,829,575,M,209,7771,5533,3628,2430,2238,1893,11655,8298,5441,3644,3357,2839,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.03994422526866,-33.81981873229596]}"
00000000000000000128_0,824,560,624,758,264,203,1155,455,974,1065,700,183,1530,1011,1190,1367,519,354,4444,2391,2814,2333,2053,779,3229,1320,2692,2862,1909,476,2881,2007,2093,2443,874,737,M,209,7908,6062,3852,2395,1846,2079,11861,9092,5778,3592,2769,3119,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.03967473068343,-33.82008822688119]}"
00000000000000000129_0,785,533,603,700,252,178,1154,442,924,943,712,151,1593,1060,1144,1228,533,316,4232,2366,2599,2195,1866,786,3366,1436,2798,2836,1930,476,2790,1933,2132,2436,857,673,M,209,7762,5425,3663,2521,2337,1865,11643,8138,5494,3781,3505,2797,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.03940523609819,-33.82008822688119]}"
0000000000000000012a_0,774,526,601,650,248,180,1109,366,951,1002,743,143,1512,997,1190,1323,515,323,4506,2648,2690,2359,1858,817,3354,1439,2836,3076,1915,498,2520,1695,1996,2216,825,596,M,209,7948,5737,3622,2388,2211,1960,11921,8605,5433,3581,3316,2940,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.03994422526866,-33.81954923771072]}"
0000000000000000012b_0,774,516,581,660,258,179,1107,393,915,948,714,140,1432,925,1111,1201,507,301,4592,2691,2667,2255,1901,847,3207,1320,2635,2859,1887,456,2557,1736,1933,2344,821,656,M,209,8011,5773,3837,2376,2238,2032,12015,8658,5756,3563,3357,3048,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.03994422526866,-33.82008822688119]}"
0000000000000000012c_0,786,509,611,674,277,174,1112,388,953,993,724,146,1429,880,1162,1337,549,303,4384,2458,2679,2310,1926,784,3239,1318,2769,2925,1921,443,2641,1794,2046,2326,847,632,M,209,7774,5670,3719,2535,2104,1915,11660,8504,5578,3803,3156,2873,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.03967473068343,-33.81954923771072]}"
000000000000000001f0_0,733,499,537,560,234,177,951,348,769,781,603,127,1169,772,915,1016,397,255,4066,2660,2118,1762,1406,897,3010,1135,2639,2826,1875,401,2478,1721,1982,2165,757,589,M,235,8220,6117,3507,2499,2103,2163,12328,9174,5261,3749,3154,3244,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.007604875040364,-33.802571078840856]}"
000000000000000001f1_0,733,499,537,560,234,177,951,348,769,781,603,127,1169,772,915,1016,397,255,4066,2660,2118,1762,1406,897,3010,1135,2639,2826,1875,401,2478,1721,1982,2165,757,589,M,235,8220,6117,3507,2499,2103,2163,12328,9174,5261,3749,3154,3244,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.007604875040364,-33.802571078840856]}"
000000000000000001f2_0,739,504,535,554,235,175,944,339,765,777,605,128,1166,776,911,1010,390,255,4042,2629,2095,1744,1413,892,2998,1132,2633,2809,1866,396,2474,1721,1974,2158,753,585,M,235,8240,6163,3476,2484,2077,2178,12358,9242,5213,3726,3116,3267,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.007335380455125,-33.802840573426096]}"
000000000000000001f3_0,733,499,537,560,234,177,951,348,769,781,603,127,1169,772,915,1016,397,255,4066,2660,2118,1762,1406,897,3010,1135,2639,2826,1875,401,2478,1721,1982,2165,757,589,M,235,8220,6117,3507,2499,2103,2163,12328,9174,5261,3749,3154,3244,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.007335380455125,-33.802571078840856]}"
000000000000000001f4_0,739,504,535,554,235,175,944,339,765,777,605,128,1166,776,911,1010,390,255,4042,2629,2095,1744,1413,892,2998,1132,2633,2809,1866,396,2474,1721,1974,2158,753,585,M,235,8240,6163,3476,2484,2077,2178,12358,9242,5213,3726,3116,3267,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.007604875040364,-33.802840573426096]}"
000000000000000001f5_0,733,499,540,560,234,179,943,338,768,778,605,124,1158,752,913,1013,406,248,4029,2610,2091,1742,1419,886,3025,1131,2650,2824,1894,393,2459,1693,1980,2170,766,579,M,235,8169,6087,3464,2499,2082,2152,12252,9129,5195,3748,3123,3227,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.007604875040364,-33.80230158425562]}"
000000000000000001f6_0,735,507,535,562,228,181,936,347,756,773,589,129,1152,761,899,999,391,251,4043,2661,2078,1724,1382,901,3034,1162,2648,2828,1872,410,2482,1729,1976,2167,753,588,M,235,8236,6150,3482,2489,2086,2173,12353,9224,5223,3733,3129,3260,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.0078743696256,-33.802571078840856]}"
000000000000000001f7_0,728,493,533,554,235,175,946,348,769,785,598,126,1161,770,916,1027,391,258,4067,2659,2131,1770,1408,896,2987,1124,2629,2812,1863,401,2531,1773,1994,2166,758,596,M,235,8245,6145,3535,2541,2100,2159,12367,9218,5302,3810,3149,3238,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.00706588586989,-33.802571078840856]}"
000000000000000001f8_0,729,489,532,555,240,171,957,352,770,779,605,124,1173,776,917,1018,397,254,4022,2611,2102,1753,1411,884,2946,1054,2611,2787,1892,375,2479,1709,1986,2168,770,581,M,235,8203,6138,3473,2477,2065,2163,12303,9205,5209,3715,3098,3245,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.00706588586989,-33.80311006801133]}"
000000000000000001f9_0,729,507,539,580,222,185,936,335,759,778,601,128,1140,751,895,992,389,248,4050,2653,2076,1720,1397,902,3055,1184,2657,2833,1871,412,2478,1724,1982,2173,754,589,M,235,8247,6162,3497,2514,2085,2170,12369,9242,5245,3771,3127,3255,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.0078743696256,-33.80230158425562]}"
000000000000000001fa_0,735,502,536,557,233,175,940,339,767,778,601,124,1159,768,912,1014,391,254,4031,2611,2117,1750,1420,884,3004,1131,2636,2816,1873,395,2479,1722,1979,2157,757,585,M,235,8230,6138,3529,2513,2092,2159,12344,9207,5292,3769,3137,3238,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.00706588586989,-33.80230158425562]}"
